case_id,image_width,image_height,is_landscape,ink_pixels,ink_density,stroke_darkness_mean,stroke_darkness_std,skeleton_length,skeleton_density,stroke_thickness_proxy,connected_components_count,small_components_count,largest_component_area,largest_component_area_ratio,mean_component_area,contour_count,endpoints_count,intersections_count,endpoints_per_skeleton_length,intersections_per_skeleton_length,components_per_ink_area,bbox_width,bbox_height,bbox_area_ratio,bbox_aspect_ratio,bbox_center_x_norm,bbox_center_y_norm,drawing_center_distance_norm,perseveration_score,distortion_proxy_score
44,1241,1755,0,46014,0.02112715827462,118.89616203764072,70.29488581011408,10178,0.004673191135721354,4.520927490221956,194,188,6066,0.002785181512014711,229.8762886597938,154,685,446,0.0673020239666632,0.04382000392573983,0.004216108140908939,1200,1725,0.9504328601830616,0.6956521735097668,0.4935535858178888,0.4985754985754986,0.0038993946760904723,0.0879547590269123,0.7572804609539268
45,1241,1755,0,34709,0.015936509248354533,125.24953182171771,71.26412668957342,7025,0.003225502822601936,4.9407829174461515,188,189,5730,0.0026309083521009386,176.9787234042553,154,624,122,0.08882562276315649,0.017366548040232518,0.00541646258879782,1195,1729,0.9486674426239293,0.6911509539091087,0.49556809024979853,0.4997150997150997,0.0025693540310564346,0.1574306898743214,0.5422827683929106
46,1241,1755,0,37069,0.01702009453822508,94.68766354635949,64.21067563399217,8338,0.003828361926669743,4.4457903568666595,197,264,7546,0.0034647180497301366,177.04060913705584,148,794,312,0.09522667305166387,0.03741904533012484,0.005314413660867183,1200,1729,0.9526367624675441,0.6940427989045443,0.4935535858178888,0.4997150997150997,0.0037291563841679483,-0.48705905083970596,0.9909234274248175
47,1241,1755,0,52510,0.024109772699619596,87.75840792230052,68.21434218669751,12446,0.005714534965139317,4.2190261928154404,275,282,5974,0.0027429400515621306,183.52363636363637,233,1018,384,0.08179334725359205,0.03085328619388934,0.0052370976955772785,1104,1729,0.8764258214701406,0.6385193749921808,0.532232070910556,0.4997150997150997,0.018610924532036874,-0.37350713206480196,0.8205899519065546
48,1241,1755,0,39856,0.018299735302152707,113.76859193095143,67.81921130182985,9099,0.004177772268022067,4.380261566723787,157,201,8916,0.004093748493426173,244.3375796178344,129,588,167,0.064622485980369,0.018353665235921128,0.003939181051687596,1171,1661,0.8930538050602514,0.7049969893407604,0.5052377115229654,0.5185185185185185,0.01541963383332462,-0.1915566955164839,-0.02742294800958063
49,1241,1755,0,61656,0.028309124844177223,80.38164979888413,57.129263353033515,11209,0.0051465709805758155,5.5005798906681616,302,357,9044,0.004152519221012372,194.96357615894038,234,1134,521,0.10116870371119915,0.04648050673151213,0.004898144543841667,1201,1729,0.9534306264362671,0.6946211679036315,0.4931506849315068,0.4997150997150997,0.003961348337788666,0.39749467802320754,1.655957701681784
50,1241,1755,0,38114,0.01749990243140928,61.93398751115076,34.16650790907367,6854,0.0031469888037172484,5.560840384365211,133,122,7781,0.003572617432407924,279.01503759398497,108,419,138,0.06113218557614062,0.020134228184981874,0.0034895314056910967,1155,1343,0.7122116848144245,0.860014891392394,0.48186946011281223,0.39373219373219376,0.08739581350614103,-0.33788944761939915,-0.7202920493414677
51,1241,1755,0,69221,0.03178256667378344,95.22436832753067,76.13543223226765,14841,0.006814190375834211,4.664173572895076,362,272,6928,0.00318096563060302,185.22651933701658,304,1168,467,0.07870089616072361,0.03146688228344,0.005229626847268465,1200,1724,0.949881884611941,0.6960556840510117,0.4927477840451249,0.4982905982905983,0.004413623515336611,0.3272443528621145,1.4021582328763074
52,1241,1755,0,48708,0.02236409843178578,120.09384495360105,70.68544174850307,9158,0.00420486190026883,5.318628520930484,232,143,6871,0.0031547942909747905,204.93965517241378,203,650,292,0.07097619566816159,0.03188469097708182,0.004763077933711853,1201,1690,0.9319246724565017,0.7106508871534609,0.4931506849315068,0.5011396011396011,0.004062505426736667,0.5854294299672294,0.7086495757858972
53,1755,1241,1,66959,0.030743977722221073,122.78237428874385,69.57365204807759,11493,0.005276968532407694,5.826068040909591,182,135,8486,0.0038963155804412853,363.1978021978022,151,572,659,0.049769424862980124,0.057339249973258566,0.002718081213836556,1725,1094,0.8664779575335578,1.5767824482844766,0.5008547008547009,0.4629331184528606,0.021412266382598966,1.2845974022359041,0.4566239856790485
54,1241,1755,0,52854,0.024267719030007507,116.9597381465925,64.92364571565582,10042,0.004610747237661017,5.263294163984933,153,81,6225,0.0028581857751881928,341.4052287581699,131,432,493,0.04301931885650076,0.04909380600984925,0.0028947667158040116,1181,1729,0.9375533470618079,0.683053787921889,0.508460918614021,0.4997150997150997,0.004890521461780397,0.6008181486554361,0.3503639914680638
55,1241,1755,0,57805,0.026540952407189313,116.3284317965574,54.45247513003662,9923,0.004556108826858222,5.825355234724846,154,118,9176,0.004213126533835639,369.4935064935065,131,474,335,0.04776781214876873,0.0337599516241298,0.002664129400524797,1196,1357,0.7451816038439729,0.8813559315539012,0.4951651893634166,0.39373219373219376,0.08681154784591803,0.9960504480099366,-0.4562457587039809
56,1241,1755,0,36208,0.016624769565946038,91.20616990720283,77.93287976095785,9637,0.004424792982407809,3.7571858458278315,258,759,3902,0.0017915888987605345,121.29457364341086,179,1677,408,0.1740168101925893,0.04233682680893049,0.007125497127509791,1201,1729,0.9534306264362671,0.6946211679036315,0.4931506849315068,0.4997150997150997,0.003961348337788666,-0.9196967137184432,2.2291380757559405
57,1241,1755,0,29237,0.013424060644044528,108.93744228203988,51.20201250753492,5671,0.0026038187198541753,5.155528124641945,105,54,5388,0.0024738803143315633,274.37142857142857,95,246,168,0.04337859283311962,0.02962440486164267,0.0035913397406166386,1183,1331,0.7229593816217507,0.8888054087987938,0.49798549556809024,0.41766381766381766,0.06723677358617257,-0.07749856251340916,-0.8534927056251453
58,1241,1755,0,31627,0.014521420323193087,125.42103266196604,52.256106363385534,6062,0.002783344926777642,5.217255030482142,77,39,5175,0.002376082150457654,407.0,69,167,128,0.02754866380277983,0.021115143513507892,0.002434628640009023,1133,1603,0.8339010677447422,0.7067997500269496,0.48267526188557613,0.4831908831908832,0.01698273523744492,0.24009274881123852,-0.9352035709793273
59,1241,1755,0,36095,0.016572886032998845,147.70092810638593,59.20863595386288,6166,0.002831096142941429,5.853876093763562,101,61,6760,0.0031038290506461338,352.61386138613864,94,256,120,0.04151800193942296,0.019461563409104512,0.002798171491818862,1106,1669,0.8475446003246164,0.6626722584405798,0.483883964544722,0.5094017094017094,0.012062558583274065,0.9890295548060756,-0.6570139741996578
60,1241,1755,0,25051,0.011502074193452115,143.5407768152968,62.404465517570124,5934,0.0027245741991914433,4.221604313410582,86,23,4942,0.002269101060398401,289.56976744186045,77,152,65,0.025615099422714,0.010953825411029015,0.0034329966866219713,1166,1655,0.8860284073821544,0.7045317216286817,0.5056406124093473,0.49002849002849,0.00876881834691397,-0.1720121525566971,-0.916259401568368
61,1241,1755,0,27573,0.01266004118542394,87.06455590614006,44.37541544319613,4988,0.0022902217906246914,5.527866879404998,99,50,5306,0.002436230316971655,275.14141414141415,89,296,144,0.0593424218004526,0.028869286281301264,0.0035904689368733735,1077,1725,0.8530134920142978,0.6243478257250157,0.46897663174858983,0.5008547008547009,0.017925204997558265,-0.22587689867338356,-0.2930520454845095
62,1241,1755,0,40093,0.01840855297744903,114.55096899708178,53.314000859273726,8988,0.00412680702769341,4.460725411163693,107,32,6730,0.0030900546613681183,371.5981308411215,96,263,416,0.029261237201906848,0.0462839341292519,0.002668795051438685,1090,1643,0.8222713508773138,0.6634205717203769,0.5233682514101531,0.4757834757834758,0.023937098593937358,-0.1327508097296548,-0.41735760681964573
63,1241,1755,0,43562,0.020001331524296874,96.10697396813737,66.12112176337152,10995,0.0050483136703926386,3.961982719057573,233,191,6031,0.00276911139119036,180.30901287553647,173,777,491,0.07066848566887962,0.04465666211508352,0.0053486984067455876,1182,1473,0.7994132110167566,0.8024439913085919,0.5008058017727639,0.4267806267806268,0.05978473493299603,-0.5837182185746335,0.4915673910656167
64,1241,1755,0,29040,0.013333608821118894,103.20719696969697,62.77818264969661,7552,0.0034674729275857396,3.8453389825416657,138,127,4631,0.0021263065582163084,203.8913043478261,117,451,211,0.059719279653109206,0.027939618640368164,0.004752066115538841,1193,1587,0.8692975750187676,0.7517328287638734,0.49637389202256244,0.45925925925925926,0.03333024523804944,-0.8570285984481583,-0.08516061192750124
65,1241,1755,0,36873,0.01693010186160871,92.71705584031676,50.643016611316725,8177,0.003754439370877727,4.509355508804041,125,74,5409,0.002483522386826174,290.552,111,331,311,0.04047939341561949,0.038033508617092635,0.0033900143735690067,1184,1592,0.8654577344343661,0.7437185924976641,0.4863013698630137,0.4931623931623932,0.009680950026677414,-0.48551345713107646,-0.2082032737481287
66,1241,1755,0,45747,0.021004566210045664,100.35211052090847,55.95549661325232,8557,0.003928914968399255,5.346149350783435,158,141,9081,0.004169507634455258,282.6645569620253,127,540,335,0.06310622881113635,0.039149234540241995,0.0034537783897642736,1041,1623,0.7757474327981984,0.6414048055197752,0.44883158742949236,0.4877492877492878,0.031189953156096087,0.25668986480816,-0.07957494496156592
67,1241,1755,0,30777,0.014131145960315984,72.60785651622965,38.4274859646189,5910,0.002713554687769031,5.207614212316816,92,39,5771,0.002649733350780893,331.7173913043478,81,209,151,0.03536379018014149,0.025549915393307965,0.002989245215485939,939,1637,0.7057735352658802,0.5736102623252227,0.49879129734085415,0.4735042735042735,0.021644762518215163,-0.5314904535452301,-1.1211553788195436
68,1241,1755,0,29671,0.013623330142266485,107.00390954130296,66.31617685104872,6733,0.00309143210029592,4.406802316291875,160,126,4942,0.002269101060398401,178.175,128,480,206,0.07129065794277578,0.030595574033774605,0.005392470762515841,1162,1580,0.842974257962171,0.7354430375092132,0.5064464141821112,0.5205128205128206,0.017157084266590527,-0.49222550463377474,0.09893323547611503
69,1241,1755,0,34306,0.01575147328571986,94.15551215530812,52.86468211399223,6729,0.003089595515058851,5.098231534388731,155,129,5187,0.00238159190616886,215.18064516129033,125,484,162,0.07192747806926326,0.024074899684340182,0.004518160088482535,1160,1603,0.853773379156135,0.7236431686065856,0.4798549556809025,0.5202279202279202,0.020200331885848417,-0.20832792900933836,0.013841249737907603
70,1241,1755,0,30012,0.013779899033726593,148.2324736771958,67.7827699307035,5767,0.0026478967655438244,5.204092248100556,88,98,5983,0.002747072368345535,333.03409090909093,84,277,73,0.04803190566186372,0.012658227845906323,0.0029321604690479754,1170,1422,0.7639000805801772,0.8227848095479713,0.4959709911361805,0.41225071225071225,0.07168421506522557,0.521581225144739,-1.0167075756152257
71,1241,1755,0,45083,0.020699693060692255,118.53046602932369,66.64611440303543,9027,0.00414471373375483,4.994239503157833,193,171,6948,0.0031901485567883635,226.55958549222797,158,640,310,0.0708984158556665,0.03434142018008846,0.004280992835341903,1201,1312,0.723482349268006,0.915396340765704,0.4931506849315068,0.3871794871794872,0.09220172322491774,0.31351752310187825,-0.08696214873213948
72,1241,1755,0,49875,0.02289992217470058,114.65892731829574,55.2446140243461,8353,0.0038352491213087506,5.970908654858026,187,91,10174,0.004671354550484285,263.19786096256684,171,443,133,0.053034837776483316,0.0159224230796214,0.0037493734335087843,1185,1497,0.8145002995929668,0.7915831658038855,0.49879129734085415,0.4341880341880342,0.0537393780512332,0.8790801922701778,-0.32221826701489575
73,1241,1755,0,49526,0.022739680112766333,66.48505835318822,48.280493642596916,10308,0.004732880155926086,4.804617772137697,185,141,9471,0.004348574695069458,262.58378378378376,161,536,316,0.05199844780248366,0.03065580131638962,0.003735411702868485,1182,1727,0.9372617891554234,0.6844238560020707,0.491941982272361,0.5002849002849002,0.00465817951045615,-0.42878332927461615,0.28950131736517154
74,1241,1755,0,24439,0.011221076652180601,81.56778100576946,37.937728254631985,5251,0.00241097726996196,4.6541611112827725,93,45,5226,0.0023994986122302803,258.8279569892473,82,212,70,0.04037326222807593,0.013330794131911865,0.003805393019198601,1201,1383,0.7626342142055277,0.8684020239563253,0.4931506849315068,0.4017094017094017,0.08035071344592294,-0.833979457561988,-1.0755896438018278
75,1241,1755,0,45876,0.021063796083941128,83.86210654808615,63.21427797899043,10557,0.004847207586933615,4.345552713427531,223,247,5347,0.002455055315651609,197.5067264573991,174,831,377,0.07871554418123372,0.03571090271519268,0.004860929461922118,1149,1688,0.890519776579406,0.6806872033882184,0.5068493150684932,0.4965811965811966,0.004840475013338707,-0.504251313252103,0.6874738910812155
76,1241,1755,0,31200,0.014325364849136001,149.6303205128205,64.14453883782924,5701,0.0026175931091321904,5.472724082534165,114,88,5938,0.002726410784428512,267.1140350877193,99,326,174,0.0571829503495557,0.030520961229517456,0.0036538461537290435,1058,1650,0.8015317120877153,0.6412121208235078,0.5427074939564867,0.4772079772079772,0.030891861532952213,0.7092333347093249,-0.39181802752592043
77,1241,1755,0,45009,0.020665716233806485,76.76418049723388,37.0296296589467,7928,0.003640111939870199,5.677219979102268,132,79,8026,0.003685108278178383,336.8030303030303,115,345,188,0.04351664984314876,0.023713420784092654,0.002932746783911379,1080,1474,0.7309241926486084,0.7327001351881274,0.508058017727639,0.4361823361823362,0.0523138007215658,0.08205266449838981,-0.8068705626256938
78,1241,1755,0,44888,0.020610159530385155,113.28882997683122,64.90625142369647,8447,0.0038784088743798657,5.314076002685678,192,143,6256,0.002872419310775475,229.15104166666666,162,566,353,0.06700603763856919,0.041789984604973365,0.004277312421932871,1136,1703,0.8882681230787597,0.6670581323152918,0.4717969379532635,0.4945868945868946,0.016872451380161677,0.40451184024350556,0.5132713476667403
79,1241,1755,0,36506,0.016761595166107656,77.56377033912234,49.56787906976659,8525,0.003914222286502705,4.282228738500618,179,213,7221,0.0033154954992183033,194.10055865921788,128,654,169,0.07671554251299524,0.01982404691849571,0.0049033035664026925,1098,1714,0.8641004979441724,0.6406067674208828,0.4645447219983884,0.503988603988604,0.02072785136054537,-0.8284063187314423,0.13497253648783533
80,1241,1755,0,41119,0.018879637090757156,54.33845667453002,25.46752304196001,7336,0.0033682973247840292,5.605098145364627,153,113,6482,0.0029761863766698577,262.80392156862746,128,451,137,0.0614776444845314,0.018675027260267853,0.0037209076095303653,1145,1535,0.8069840745102631,0.7459283382762681,0.5149073327961321,0.5025641025641026,0.008857844165851256,-0.3574659774513158,-0.3508877040414935
81,1241,1755,0,38659,0.017750137169959893,119.79386430068031,67.85815769917716,8438,0.003874276557596461,4.581535908440206,100,92,8056,0.0036988826674563984,380.1,85,334,195,0.039582839530743916,0.02310974164220079,0.0025867197805792513,1159,1729,0.920088339749903,0.6703296699419724,0.48912167606768736,0.4997150997150997,0.00628500264090959,-0.025290315228566135,-0.39170425332247855
82,1241,1755,0,20740,0.009522694454201303,97.20130183220829,37.90310857407523,5420,0.002488572996228113,3.8265682649766477,67,26,4031,0.0018508187726560008,305.86567164179104,64,163,76,0.030073800732458706,0.014022140218815102,0.003230472516719842,1064,1202,0.5872150710184554,0.8851913470173116,0.5040290088638195,0.4361823361823362,0.05215841592836598,-1.1304408099624126,-1.8546581337571424
83,1241,1755,0,32404,0.014878177005493685,119.93627329959264,52.86968797959503,6649,0.0030528638103174766,4.873514813524813,98,39,5831,0.002677282129336924,327.35714285714283,93,198,100,0.02977891411794572,0.0150398556151241,0.0030243179853405655,1047,1727,0.8302141228813268,0.6062536186414281,0.49476228847703463,0.5002849002849002,0.0030329726575737963,-0.003018644584112199,-0.9304134044319258
84,1755,1241,1,48364,0.022206152101397873,83.243486891076,34.95107072301969,8480,0.0038935607025856822,5.703301886119894,134,86,9920,0.004554731387930421,356.1865671641791,119,376,280,0.044339622636280704,0.03301886792063457,0.0027706558596730904,1714,1123,0.883774917296271,1.5262689211698406,0.49544159544159544,0.49717969379532634,0.004062505426736667,0.2597681298959357,-0.1484092351693883
85,1241,1755,0,43247,0.019856700436877713,88.77739496381251,49.396771349495666,10298,0.0047282886928334145,4.199553310914784,101,70,7181,0.003297129646847616,422.8712871287129,93,255,76,0.024762089723755865,0.007380073800021356,0.002335422110150174,1188,1354,0.7385607140643402,0.8774002947729687,0.4983883964544722,0.41452991452991456,0.0697917180959506,-0.568465983978568,-1.392423091346647
86,1241,1755,0,41294,0.018959987694878912,105.69467719281252,56.50025566450714,10072,0.004624521626939032,4.099880857416612,157,122,5284,0.002426129098167777,256.2929936305732,127,472,121,0.04686258935197949,0.012013502778791351,0.0038020051338256886,1131,1593,0.8272360999194198,0.7099811671625981,0.492344883158743,0.46096866096866096,0.03217373789275799,-0.4235759765440649,-0.5429237424429677
87,1755,1241,1,64114,0.029437706472355947,109.14143556789469,54.25879817823604,12266,0.005631888629471224,5.226968856576963,129,59,17271,0.007929915907353457,493.3488372093023,94,315,224,0.02568074351657584,0.018261862056231707,0.0020120410518449632,1664,1130,0.8633419882412631,1.4725663703782597,0.4811965811965812,0.4782433521353747,0.019836770533775718,0.712808871879769,-0.6863236774855025
88,1241,1755,0,43066,0.019773594954900355,82.43398504620815,43.56314195622895,7675,0.003523947923625603,5.611205210995283,95,44,6243,0.0028664504087550016,450.38947368421054,90,198,121,0.025798045599244552,0.01576547231064945,0.0022059165002042,1118,1545,0.7930880114602918,0.7236245950008902,0.459709911361805,0.45071225071225074,0.046482368708029076,0.08564511151242811,-1.0957065712900875
89,1241,1755,0,40164,0.018441152365407,124.88073897022208,53.13146865418034,6564,0.0030138363740297666,6.118829980786284,125,67,10032,0.004606155774568345,316.24,114,281,160,0.042809262638206995,0.024375380861612523,0.003112239816673831,1193,1559,0.8539602517040067,0.7652341239478934,0.49637389202256244,0.4757834757834758,0.019883089544585134,0.8935525565862655,-0.4397521407602
